e94e49f7-552f-4d31-8833-57a70e86a3be,"143698678"
99f7af47-8850-4ced-bfd6-b4852ae4eb8b,"3096366"
dd1e987e-ff15-4ab8-818a-73bda4765a34,"2282051693"
9fd4f32b-d20b-41c5-9638-cf17000b3040,"104097896"
674a53f9-5790-4928-be15-2f26318bf35a,"144759274"
15ebdab5-d2d1-4dea-b184-f5c7fd68b4b5,"145308491"
340053a6-309a-4d5f-8d8c-11daa74650ac,"33616170"
9710eb0c-c3e3-408d-82cc-da2ab52be93e,"2090917659"
2d8f19dc-f950-4cc3-9b72-3025c22bdd26,"2282941415"
14f7f6d6-702e-4932-b132-87df2dd174ed,"98445528"
4fa528e9-1a84-426b-845f-3890a58513e0,"2282214985"
ab2d9633-d9ef-419f-8446-9314f683454f,"2203699000"
b097a354-df7a-43ed-83c8-e22bf67ae146,"2114644943"
615cbc01-943a-49f2-91fc-970053c7ba9b,"2282718762"
fcafacb0-b649-4365-9620-3d1b1ccd5e40,"2145335126"
d9a5cb96-b2a7-48e4-8991-646954ceb274,"2059870077"
f0177922-b0f1-4cac-9331-1de4bf53f55d,"2279924153"
19feea36-3840-4a66-b95f-d939635c4345,"2259354453"
7a882959-d005-4768-bd87-f5851add9f56,"2240522089"
03a55507-816f-4127-a8b9-7eeeba1b660b,"2185415724"
293c425c-4837-472a-8da7-eb2aae66e916,"2264189628"
29176fce-22ad-4809-99f1-285e6a95c430,"2264995948"
7b309fc4-b0a8-4497-a06d-3cfb4caffc71,"2238180276"
7a3c8f2d-2cbb-47b4-810f-93978822cf4e,"2222480155"
fffb9dc1-921c-4642-8f30-4395e8058994,"2239911455"
d951bad0-50ef-4c12-8e4b-44791745b86f,"2223603458"
8ad1a2e4-0f5e-46fa-875f-afb9ba54d7e2,"2239880262"
2f6cc647-8602-475c-aea9-867b58099bf4,"2257049747"
f705f351-2d0f-4964-b6c0-fdeaea8dd5a5,"2105728565"
192c287e-46c1-4fb5-b6e2-d9379c4d507f,"2105728660"
ab2d9633-d9ef-419f-8446-9314f683454f,"2257983155"
