"40d614b8-e1bb-443b-9772-edd9becb797a","Peter Day University","University"
"5faa444e-b5ab-4e66-85c0-483c2b974558","Bridget Lam University","University"
"d0c12bb4-22aa-4e87-bba6-2be8d80d0b05","Rebecca Vaughn University","University"
"dbb00431-4f98-4093-af26-129a92a0ff36","Gloria Torres University","University"
"a977b2a8-4a63-4c12-aa3e-3e7b475f3845","Tyler Jones University","University"
"78373d85-3a5c-4ad8-a983-2c1c8e169165","Charles Brewer University","University"
"3206c105-9553-475e-8cb6-1358e2188329","Jessica Garcia University","University"
"4324fe93-ba46-4504-9060-f55ec99fbc4e","Tanya Griffin University","University"
"82baee31-c092-47dd-bff1-1c391ae8df61","Megan Lam University","University"
"b25bf9ab-5acf-40a3-a034-970e52e2f29b","Daniel Hale University","University"
"59be8c39-c1d6-4e29-a662-215a5214ebd0","Brian Hoover University","University"
"22249062-32c3-4b3f-ace9-1c4703fa3c3c","Carlos Moore University","University"
"66b2cc84-9724-43df-9ef9-5ef2bf43fb15","Mallory Coleman University","University"
"86f2b1a7-7d60-4a6d-afcb-2b880aaffdae","Angela Bennett University","University"
"79881d3b-2cd1-43c9-974c-c55acad769d2","Marie Barnes University","University"
"bb87afb7-c039-48e3-bfea-a57c425bedf8","Connie Fletcher University","University"
"a6187b98-3020-44cc-9c24-2647f227497d","Daniel Rogers University","University"
"85aa2cfc-e75d-49f8-9a39-725019ce5988","Nicole Mcintyre University","University"
"c7d47c92-044f-4f0f-bfaa-c4eb9183f36d","James Vargas University","University"
"9c4be09f-91c0-4177-a335-d00239c79d25","Eric Savage University","University"
"41310ffe-4181-4121-87f9-d3437bb74fc4","Courtney Ortiz MD University","University"
"802d113b-4b93-406b-badc-21e36dce007c","Zachary Kirby University","University"
"ad34b717-d88e-4e0f-8053-4c18547c226b","Beverly Valencia University","University"
"3ebcbca9-2889-46dc-b5b0-aea410cc7caf","Alicia Molina University","University"
"924e14b3-08ee-44ab-b72d-1bbd23f7cfe2","Patricia Green University","University"
"704aadad-372d-4571-a874-3ed704a7aaff","Robert Humphrey University","University"
"dd0cfbb9-11d5-4a4d-be90-15dd6bac9e6b","Dr. Samuel Colon University","University"
"b6dc6226-70dc-4a28-b726-b363994e2f7d","Brianna Singh University","University"
"488feabe-45fd-4c18-9090-1259a78a02d9","Tammy Jacobs University","University"
"5667dae5-41c0-4554-95f0-0766e4560ce1","Darren Sullivan University","University"
"244c3797-88ae-4684-a4c6-1f8de8f8e8e2","Ronald Oliver University","University"
"9433efac-6803-4f14-8cbb-782aeb059dcc","Susan Elliott University","University"
"a2a5628c-2051-4c16-bf6e-58b5dc8d36f7","Elizabeth Holt University","University"
"3bca580e-c2db-4c58-a405-c7436d086324","Glenda Johnson University","University"
"038e67a7-452d-49ce-bc22-cd599743766a","Kyle Jones DDS University","University"
"148d31cd-6efb-406f-aa00-9e1d71637cda","Christina Phillips University","University"
"d3d777cd-0457-4fdd-83d4-5f7f6124d554","Samuel Robinson University","University"
"572d4054-61b1-4bf1-9a5c-35a76210bfbd","Taylor Tucker University","University"
"443e4c68-7454-4d23-be7f-5e56fb1fcab0","Courtney Alvarado University","University"
"9da05f66-ee15-43c7-a3c9-d909a35f9b39","Michael Cox University","University"
"655b95d3-c2b6-42c0-9427-45598e7ea9ca","Jeremy Berry University","University"
"ff75d9d8-2d2a-439c-9d23-5044e5d37c64","Mark Miller University","University"
"b874922a-8270-4c77-8e2f-728f1bed1aec","Lee Jones University","University"
"2322ad24-3df3-4aca-b942-738fe25555c5","Kristen Black University","University"
"842a6dd4-e342-4af8-a9ac-481584b7ad2e","Sharon Brown University","University"
"959fc020-be3f-4467-8964-688c5c5b306c","Shannon Robinson University","University"
"5052e052-4465-47d0-981a-43db11ad7abd","James Hardy University","University"
"436dd424-61d8-40e0-8eeb-d5fbc200b37f","Sheena Cole University","University"
"cc402c33-2207-41bc-aeee-6f1ec6fb6a64","Jesus Romero University","University"
"d55da8bc-77a7-4577-bc53-9563947f9536","Brenda Jenkins University","University"
"85627a86-4d33-48ac-8423-d6987a053ac8","Dean Farrell University","University"
"95fe8218-0ae7-4ca1-aa63-cd910bf0ba8d","Maria Brooks University","University"
"ea632979-42ab-45f9-b0f9-de9fea8f2088","Jessica Miller University","University"
"d196e91f-fb5a-42aa-8212-828fffdfa360","Vicki Hansen University","University"
"a71bca17-81fc-4ddf-ae9f-6a871ae038f0","Maria Murphy University","University"
"344dcf60-7180-407a-a8c0-c37d2fca3b41","Raymond Page University","University"
"5323aa2c-1793-4e10-b6e9-90813cefe7ef","Micheal Marquez University","University"
"3ee04e1c-c8eb-4620-98f6-fc20b8c7c6f6","Michael Allen University","University"
"8f228a4e-dc50-4cf2-b960-0cff423f02b7","Betty Perez University","University"
"092715c5-3a30-452a-beef-87c3e6e78824","Alexander Adams University","University"
"1d9c46d3-5c88-48e3-8d10-b07184b5141c","Jessica Williams University","University"
"04d858de-0cf9-40bb-beaf-a7a1bc2f1e22","Molly Carter University","University"
"2231ce2d-fcfd-4623-9a86-d96960933a06","Robert Vazquez University","University"
"e3dac46c-560d-4677-b70e-83578e0e9dd4","Michelle Wheeler University","University"
"131d4335-e189-4006-9896-1cb23fdbe354","Larry Jordan University","University"
"809985d9-9743-4b0b-a3c9-91894d8a8b83","Curtis Singh University","University"
"37c7d736-00f5-4afc-810e-575bd568382a","Teresa Watson University","University"
"181162e0-b14c-4ed0-8075-121e82fb9949","Kristen Smith University","University"
"642967cd-601a-4b1c-b135-7047d3ecca2e","Jeffrey Martin University","University"
"fdb75e75-d93a-49c2-85cf-94c92d86d8b0","Laura Ramirez University","University"
"06270d1d-cd68-4a93-8001-79fbe385313f","Scott Jimenez University","University"
"ae81a727-73d3-4e25-85af-e64eec0841c2","Danielle Lee University","University"
"85013067-1f5e-42e8-981d-4309c84a9d6a","Taylor Smith University","University"
