7c71a8bd-6437-4d1f-b78f-3a578e5490f4,"Ruiz LLC","Company"
40d614b8-e1bb-443b-9772-edd9becb797a,"Peter Day University","University"
5faa444e-b5ab-4e66-85c0-483c2b974558,"Bridget Lam University","University"
bea002b5-6f34-4ab7-a8e7-9159a1e54ba7,"Ray LLC","Company"
d0c12bb4-22aa-4e87-bba6-2be8d80d0b05,"Rebecca Vaughn University","University"
c24cf64d-be10-43ed-b852-23dd61181874,"Campbell, Moore and Schmidt","Company"
dbb00431-4f98-4093-af26-129a92a0ff36,"Gloria Torres University","University"
a977b2a8-4a63-4c12-aa3e-3e7b475f3845,"Tyler Jones University","University"
897d4a45-29ae-4e9b-b4fe-c5fbc4711cb1,"Reeves, Riley and Harris","Company"
e1dfc587-4998-4700-9b14-8743e75663af,"King, Warner and Wilson","Company"
78373d85-3a5c-4ad8-a983-2c1c8e169165,"Charles Brewer University","University"
3d0e08f8-5001-4f53-856a-e44796000e13,"Garcia, Alexander and Davis","Company"
3206c105-9553-475e-8cb6-1358e2188329,"Jessica Garcia University","University"
4324fe93-ba46-4504-9060-f55ec99fbc4e,"Tanya Griffin University","University"
82baee31-c092-47dd-bff1-1c391ae8df61,"Megan Lam University","University"
043cd52c-4bd7-4eed-8d95-37ff3e2c2460,"Hendricks, Baker and Bowen","Company"
47f92368-a84a-43ee-a7fc-e3245d46dcc5,"Adams Inc","Company"
b25bf9ab-5acf-40a3-a034-970e52e2f29b,"Daniel Hale University","University"
59be8c39-c1d6-4e29-a662-215a5214ebd0,"Brian Hoover University","University"
29e4ae70-5ebd-40e3-bd82-8f3def54790f,"Davis, Contreras and Bartlett","Company"
8147d371-e3b8-4ea9-9706-781afde3fec5,"Strickland, Campos and Johnson","Company"
9ac46188-dd80-4c1c-b2ac-e80ea2845a30,"Garcia-Pennington","Company"
22249062-32c3-4b3f-ace9-1c4703fa3c3c,"Carlos Moore University","University"
66b2cc84-9724-43df-9ef9-5ef2bf43fb15,"Mallory Coleman University","University"
8e67980c-a7ff-45f6-8997-ce5e9fe50cd8,"Huber and Sons","Company"
1651076b-b799-4431-a16c-0ae74dc3450b,"Snyder-Dawson","Company"
86f2b1a7-7d60-4a6d-afcb-2b880aaffdae,"Angela Bennett University","University"
79881d3b-2cd1-43c9-974c-c55acad769d2,"Marie Barnes University","University"
5df4feda-fd7d-4d74-9760-5c2599dce2aa,"Wolf Ltd","Company"
bb87afb7-c039-48e3-bfea-a57c425bedf8,"Connie Fletcher University","University"
a6187b98-3020-44cc-9c24-2647f227497d,"Daniel Rogers University","University"
85aa2cfc-e75d-49f8-9a39-725019ce5988,"Nicole Mcintyre University","University"
33f941ed-52fc-4448-95db-4105f9e60f96,"Andrews, Ross and Black","Company"
0b56301e-f8ab-496c-b4ee-8246b9465136,"Mitchell, Hartman and Moody","Company"
c7d47c92-044f-4f0f-bfaa-c4eb9183f36d,"James Vargas University","University"
5c8e8c89-14fc-447c-8b4f-661548444c1d,"Armstrong-Luna","Company"
64b55053-56ea-48a5-8910-d96cc998820a,"Reed, Hill and Lane","Company"
9c4be09f-91c0-4177-a335-d00239c79d25,"Eric Savage University","University"
ce619c62-1436-441c-8a7f-eee4ef233242,"French-Collins","Company"
08f127d2-ca3d-44e8-8329-8b004c29562e,"Cordova LLC","Company"
68f62c75-959a-4ba1-82e6-8d048b44183d,"Wilson Ltd","Company"
03819927-2544-4a72-bb7d-cd5bdd104f72,"Harding and Sons","Company"
a94caee9-1ee8-4741-806e-6a28cf53dd69,"Johnston-Juarez","Company"
16d46d67-d81a-4510-93ed-333b88f7c667,"Haynes, Riley and Anderson","Company"
e12def66-97ea-4ab3-a467-b76e69205e33,"Peterson Ltd","Company"
25920a0d-fe7b-4598-bc27-a112d8aab018,"Melton, Cherry and Wilson","Company"
c64ee62e-3bb8-4718-a96b-3258fc7672b0,"Sanders-Ellis","Company"
ddbee275-814a-42cd-929f-4dbd8d6dd9c5,"Morales, Simmons and Thomas","Company"
3e7dfbf3-f48b-4e6c-b965-f107c29f5e7c,"Peterson, Olsen and Arias","Company"
4bfbd272-1890-49fc-bc1c-cb647ae1f302,"Villa-Bailey","Company"
41310ffe-4181-4121-87f9-d3437bb74fc4,"Courtney Ortiz MD University","University"
